Chromosome	Start_Position	End_Position	Log2_Ratio	BAF	qt	q2	tumor_id	normal_id
22	19053406	49370817	-0.18565391755689203	0.05012285619470694	1	1	BC05-T	BC05-N
23	5699394	149924738	-0.04504075693799403	-0.010915486829338029	1	1	BC05-T	BC05-N
1	2488123	245977996	-0.02284905372771813	0.011948095799776084	2	1	BC06-P1	BC06-N
2	4717089	242800994	0.038697319794099516	0.002752969149647966	2	1	BC06-P1	BC06-N
3	1449841	194238390	-0.05121059822144203	-0.007538869425515646	2	1	BC06-P1	BC06-N
4	1402672	190262485	-0.0955416313045662	0.019040951704268387	2	1	BC06-P1	BC06-N
5	218467	180058747	-0.023486775163634288	0.0012500532635785567	2	1	BC06-P1	BC06-N
6	393359	170798891	-0.025911457703523683	0.0022303525292328157	2	1	BC06-P1	BC06-N
7	1672540	158450965	0.06469948027792878	4.6453094916048865e-4	2	1	BC06-P1	BC06-N
8	565232	145743174	0.17931523469786037	-0.005858728676261026	2	1	BC06-P1	BC06-N
9	421961	139566773	1.5778554285950097e-4	0.00798618085404873	2	1	BC06-P1	BC06-N
10	1510047	134199095	0.23285249233758043	0.0014509650401471712	2	1	BC06-P1	BC06-N
11	532741	133495577	-0.060857042582167675	0.014101839974115222	2	1	BC06-P1	BC06-N
12	394797	12022634	-0.17577929667257897	-0.0010241280856282378	2	NA	BC06-P1	BC06-N
12	12023088	12037178	1.6027920271654834	0.008535373286090511	6	NA	BC06-P1	BC06-N
12	12037502	133263825	-0.0354681828658881	-0.006761882757489282	2	1	BC06-P1	BC06-N
13	21004738	111119077	0.024768373282045175	0.004279424226415535	2	1	BC06-P1	BC06-N
14	20347539	105906096	-0.06458016532944794	-1.4711579826981417e-4	2	1	BC06-P1	BC06-N
15	26216370	99861618	-0.021403369562525587	0.007649965420983732	2	1	BC06-P1	BC06-N
16	115072	89883003	-0.05182602762210799	2.5098972900686547e-4	2	1	BC06-P1	BC06-N
17	114669	80783038	-0.02078475066879759	0.01200905430249204	2	1	BC06-P1	BC06-N
18	724612	74387299	-0.002105864726533381	-0.00615171442469554	2	1	BC06-P1	BC06-N
19	1207093	58288169	0.05674107523443819	-0.0025803815925380716	2	1	BC06-P1	BC06-N
20	345864	60426113	0.015908201346428202	3.640188303571262e-4	2	1	BC06-P1	BC06-N
21	17798960	45658303	0.16540282108824347	-0.0035479136945548496	2	1	BC06-P1	BC06-N
22	19053406	49370834	0.08071089814416621	-0.0034956141841331646	2	NA	BC06-P1	BC06-N
23	3085464	149924738	-0.47246232793320087	-0.004737448942381645	1	1	BC06-P1	BC06-N
1	2488123	245977996	0.09880339173883654	0.06650503432268998	2	1	BC06-T	BC06-N
2	4717089	242800994	0.08635919959377412	0.003813077496055954	2	1	BC06-T	BC06-N
3	1449841	194238390	-0.022688016387668875	0.02614349031126324	2	1	BC06-T	BC06-N
4	1402672	190262485	-0.5630538560060077	0.4759916252734294	1	1	BC06-T	BC06-N
5	218467	180058747	-0.20990407471312977	0.17639400573038944	2	1	BC06-T	BC06-N
6	393359	170798891	0.009722122577706327	0.06659453422846756	2	1	BC06-T	BC06-N
7	1672540	158450965	-0.07916039896702054	0.08566319584391756	2	1	BC06-T	BC06-N
8	565232	145743174	-0.17316874356033796	0.11129651569118024	2	1	BC06-T	BC06-N
9	421961	139566773	-0.18432358907822682	0.062165485571816524	2	1	BC06-T	BC06-N
10	1510047	134199095	-0.04271803046932793	0.08612840584106228	2	1	BC06-T	BC06-N
11	532741	133495577	0.11209724714662267	0.016143636461886483	2	1	BC06-T	BC06-N
12	394797	133263825	0.05967164276621428	0.004541832813937891	2	1	BC06-T	BC06-N
13	21004738	111119077	-0.18088383576155875	0.0788935092256989	2	1	BC06-T	BC06-N
14	20347539	105906096	-0.14153506859381615	0.07208076604367916	2	1	BC06-T	BC06-N
15	26216370	99861618	0.14071351518086256	0.23553918271512153	2	1	BC06-T	BC06-N
16	115072	89883003	-0.06041891803618039	0.04032665860747355	2	1	BC06-T	BC06-N
17	114669	33446148	-0.2057724385256095	0.20669843267225751	2	NA	BC06-T	BC06-N
17	37618591	38566890	2.905198959178453	0	23	NA	BC06-T	BC06-N
17	41197783	80783038	-0.019485043352018283	0.061355919756531645	2	1	BC06-T	BC06-N
18	724612	74387299	-0.0930523550253207	0.02718956666176483	2	1	BC06-T	BC06-N
19	1207093	58288169	-0.08858799315609125	0.10401736320919193	2	1	BC06-T	BC06-N
20	345864	60426113	0.07026512998918133	-0.008308453966343547	2	1	BC06-T	BC06-N
21	17798960	45658303	0.10512902731359364	-0.0063199602618683294	2	1	BC06-T	BC06-N
22	19053406	49370834	0.2658693557762082	0.0051641873618578716	2	NA	BC06-T	BC06-N
23	3085464	149924738	-0.032105492247873346	0.0694974580593787	2	1	BC06-T	BC06-N
1	2488123	245977997	-0.006171915980641381	0.002068746668262184	2	1	BC07-P1	BC07-N
2	4717089	242800905	0.06204998177272687	0.007204971198468539	2	1	BC07-P1	BC07-N
3	1449872	194238356	-0.06351119808271442	0.0064964315830900125	2	1	BC07-P1	BC07-N
4	1402650	190262485	-0.0698124525388638	0.005143329645378148	2	1	BC07-P1	BC07-N
5	218502	180058766	-0.038632819367719756	0.0013377107048374995	2	1	BC07-P1	BC07-N
6	393359	170798912	-0.02578324472690489	0.007900822851412203	2	1	BC07-P1	BC07-N
7	1672540	158451009	0.06790797876758735	0.013239750520918182	2	1	BC07-P1	BC07-N
8	565232	145743174	0.28825214014886835	0.014001111290451555	2	1	BC07-P1	BC07-N
9	421980	139566734	0.0385096380480206	0.009740315464041027	2	1	BC07-P1	BC07-N
10	1510070	134199067	0.21774608025234127	0.011325086909274976	2	1	BC07-P1	BC07-N
11	532669	133495520	-0.02743163347911271	-0.008982304306266233	2	1	BC07-P1	BC07-N
12	394648	133263825	-0.001121940199341167	-0.00619090159617112	2	1	BC07-P1	BC07-N
13	21004738	111119077	-0.0332069587897801	0.00211975580162026	2	1	BC07-P1	BC07-N
14	20347564	105906073	0.013634415996797655	-0.02418525853807614	2	1	BC07-P1	BC07-N
15	26216409	99861659	-0.0485479799702696	0.008909198827746309	2	1	BC07-P1	BC07-N
16	115050	89883024	4.8072461647786363e-4	0.01722557952524922	2	1	BC07-P1	BC07-N
17	114669	80783024	-0.0099465107617515	0.011507505815157009	2	1	BC07-P1	BC07-N
18	724580	74387307	-0.05029668583145347	0.004401279845674059	2	1	BC07-P1	BC07-N
19	1207021	58288169	0.08751728167890499	7.145058078544177e-4	2	1	BC07-P1	BC07-N
20	345864	60426113	0.03581426461647272	-0.016515481076552537	2	NA	BC07-P1	BC07-N
21	17798960	45658303	0.2690282798212455	-0.002324055369385936	2	1	BC07-P1	BC07-N
22	19053422	49370834	0.06704448362864679	0.022825896872725945	2	1	BC07-P1	BC07-N
23	3085464	149924738	-0.4939172894523898	0.00675379124537933	1	NA	BC07-P1	BC07-N
1	2488123	16265904	0.03588889788543558	-0.007340969430167059	2	NA	BC07-T	BC07-N
1	17345448	46743949	-0.2962851314138824	0.4439463460188838	1	1	BC07-T	BC07-N
1	51436131	65351903	0.41795208016536917	0.03388439577462647	4	NA	BC07-T	BC07-N
1	66042078	245977997	0.11270155559420253	0.07716137928147693	2	1	BC07-T	BC07-N
2	4717089	242800905	0.04562274692974295	0.032523327930938185	2	1	BC07-T	BC07-N
3	1449872	38180250	0.050101237092810585	0.08581332814361942	2	NA	BC07-T	BC07-N
3	38180495	76716794	-0.3114089719431253	0.5199050032993306	1	1	BC07-T	BC07-N
3	87348066	98267289	-0.032097071233435866	-0.010727148063558982	2	NA	BC07-T	BC07-N
3	104282534	164564579	0.289377429795461	0.14953307887475503	3	NA	BC07-T	BC07-N
3	177899401	194238356	-0.04860753705757962	-0.01141611019320416	2	NA	BC07-T	BC07-N
4	1402650	124344717	-0.06356705355546251	0.16202284593900357	2	2	BC07-T	BC07-N
4	130125306	190262485	0.5070057346283305	0.39737466623363027	5	4	BC07-T	BC07-N
5	218502	180058766	0.007942816600708918	0.048778473087502966	2	1	BC07-T	BC07-N
6	393359	116470561	0.21813992719524347	0.08899406301483345	3	2	BC07-T	BC07-N
6	117609898	170798912	-0.19465188461214947	0.2721939039181749	1	1	BC07-T	BC07-N
7	1672540	158451009	0.00760944764713996	0.004447190027199365	2	1	BC07-T	BC07-N
8	565232	145743174	0.1869818570505894	0.23000193094828583	3	2	BC07-T	BC07-N
9	421980	37020659	-0.400923196508681	0.4582685696317953	0	0	BC07-T	BC07-N
9	37033962	139566734	0.024055306757779185	1.2084905655116984	2	2	BC07-T	BC07-N
10	1510070	63852660	0.011021872010369811	0.03921292598776808	2	2	BC07-T	BC07-N
10	68050521	134199067	-0.3921751292755006	0.4297163862732398	0	0	BC07-T	BC07-N
11	532669	21635282	-0.34285231119098164	0.30481248748021256	1	1	BC07-T	BC07-N
11	23122604	85956302	0.05015842988344064	0.024773827523893895	2	2	BC07-T	BC07-N
11	85961412	133495520	-0.3298433175725042	0.6347176547159811	1	1	BC07-T	BC07-N
12	394648	133263825	0.05370553679848788	0.0033767886445801466	2	1	BC07-T	BC07-N
13	21004738	48955476	-0.0012230413874287777	0.04035750391192194	2	NA	BC07-T	BC07-N
13	49027203	111119077	-0.2988628852342736	0.3202264720811017	1	1	BC07-T	BC07-N
14	20347564	105906073	0.0565435897745223	0.16081170092510416	2	2	BC07-T	BC07-N
15	26216409	99861659	0.11982117043606288	1.0358402669369366	2	2	BC07-T	BC07-N
16	115050	31691894	-0.05691039654877861	0.03801129476400608	2	NA	BC07-T	BC07-N
16	52085593	89883024	-0.400413265681392	0.4836318013219195	0	0	BC07-T	BC07-N
17	114669	17131276	-0.3366406087168643	0.2808725752112531	1	1	BC07-T	BC07-N
17	21809394	38566890	0.1987549430639773	1.3662189008693333	3	NA	BC07-T	BC07-N
17	41197721	80783024	0.5038429189019059	0.6552104753012004	5	4	BC07-T	BC07-N
18	724580	74387307	-0.016255748900921012	0.19699185025621643	2	2	BC07-T	BC07-N
19	1207021	15378351	-0.4082342921080315	0.37585548878637437	0	0	BC07-T	BC07-N
19	15379804	58288169	0.018086496201583285	-0.003072332277883267	2	2	BC07-T	BC07-N
20	345864	60426113	0.07061972298112239	-0.0016775367341636401	2	NA	BC07-T	BC07-N
21	17798960	45658303	-0.32980784902823573	0.388682874823625	1	1	BC07-T	BC07-N
22	19053422	49370834	0.015242178451449906	0.9720409301705327	2	2	BC07-T	BC07-N
23	3085464	149924738	0.040150574454233263	0.15281917573470175	2	NA	BC07-T	BC07-N
1	2488123	245977997	-0.034527271760984274	0.018197154190659006	2	1	BC07-T2	BC07-N
2	4717089	242800905	0.06865279715701389	0.007078152062730488	2	1	BC07-T2	BC07-N
3	1449872	194238356	-0.019308703777587588	0.03132632432612491	2	1	BC07-T2	BC07-N
4	1402650	190262485	-0.16301552275767167	0.046250656812813054	1	1	BC07-T2	BC07-N
5	218502	180058766	-0.06023555556909155	0.009246941962137517	2	1	BC07-T2	BC07-N
6	393359	170798912	0.10952176853950163	0.03936281268874037	3	2	BC07-T2	BC07-N
7	1672540	158451009	0.058251421553065216	0.005151865204048748	2	1	BC07-T2	BC07-N
8	565232	145743174	0.3782421537546776	0.07567464905461327	4	2	BC07-T2	BC07-N
9	421980	139566734	-0.15381005399614656	0.2470358948937798	2	2	BC07-T2	BC07-N
10	1510070	134199067	0.13129916812592657	0.019788004336244492	3	2	BC07-T2	BC07-N
11	532669	133495520	-0.1271732845577525	0.04288650603503379	2	1	BC07-T2	BC07-N
12	394648	12006371	-0.11035938086843797	-0.04232696816666172	2	NA	BC07-T2	BC07-N
12	12022668	12037502	2.1082668923364367	0.022307549351537358	24	NA	BC07-T2	BC07-N
12	12043908	133263825	0.07922345561033657	0.00907744467992329	2	1	BC07-T2	BC07-N
13	21004738	111119077	-0.02294510686367196	0.014092771952496334	2	1	BC07-T2	BC07-N
14	20347564	105906073	-0.037784256268246	0.02579296804795131	2	2	BC07-T2	BC07-N
15	26216409	99861659	0.06852505660640057	0.21923315944542246	3	2	BC07-T2	BC07-N
16	115050	89883024	-0.1994969430402935	0.1333770688374321	1	1	BC07-T2	BC07-N
17	114669	80783024	0.08952085793323314	0.429140624333082	3	3	BC07-T2	BC07-N
18	724580	74387307	-0.042950259953124306	0.04046582956215381	2	2	BC07-T2	BC07-N
19	1207021	58288169	-0.10131630579052477	0.036667732835850224	2	1	BC07-T2	BC07-N
20	345864	60426113	-0.11992318571406926	-0.01222264448271178	2	NA	BC07-T2	BC07-N
21	17798960	45658303	-0.03580457590699049	0.0959124622056094	2	2	BC07-T2	BC07-N
22	19053422	49370834	-0.0031033864343485845	0.15425819587997505	2	2	BC07-T2	BC07-N
23	3085464	149924738	-0.4926554349786392	0.05397818743278713	0	0	BC07-T2	BC07-N
1	2488153	245978038	0.00933106585355466	0.004883756879013789	2	1	BC08-P1	BC08-N
2	4717089	242800902	0.0627519615921817	0.015330206603523043	2	1	BC08-P1	BC08-N
3	1449872	194238373	-0.04837881048392663	0.003659280195450609	2	1	BC08-P1	BC08-N
4	1402650	190262486	-0.04451049282727047	-1.5257002795772442e-4	2	1	BC08-P1	BC08-N
5	218467	180058762	0.012754906207535393	-2.8186626581969923e-4	2	1	BC08-P1	BC08-N
6	393362	170798892	-0.059542725161936684	0.001520378673077356	2	1	BC08-P1	BC08-N
7	1672540	158450965	0.09455990279093711	0.010303740892036919	2	1	BC08-P1	BC08-N
8	565232	145743174	0.33003874242926245	0.004029953129788795	3	2	BC08-P1	BC08-N
9	422008	139566748	0.046385332175842967	-0.001054782805519918	2	1	BC08-P1	BC08-N
10	1510077	134199109	0.24479306228866443	0.01042643981162377	2	1	BC08-P1	BC08-N
11	532669	133495556	-2.3697168373443267e-4	-0.004719102373938615	2	1	BC08-P1	BC08-N
12	394782	12022642	-0.14250054600144244	0	2	NA	BC08-P1	BC08-N
12	12022766	12037081	1.486364829916066	-0.020765564078386384	6	NA	BC08-P1	BC08-N
12	12037357	133263886	-0.010073777096890807	0.006015764768543987	2	1	BC08-P1	BC08-N
13	21004738	111119052	0.002676372170733604	0.0044940698587261135	2	1	BC08-P1	BC08-N
14	20347580	105906096	-0.02073595250172211	0.014444948602825986	2	1	BC08-P1	BC08-N
15	26216409	99861618	-0.0031950885749765998	-0.0045367842170461236	2	1	BC08-P1	BC08-N
16	115042	89883000	-0.018405775175928098	0.00489882949726022	2	1	BC08-P1	BC08-N
17	114629	80783009	0.007199479893137878	-0.0013673406073478108	2	1	BC08-P1	BC08-N
18	724632	74387307	-0.012003122889514481	-2.446015994113118e-4	2	1	BC08-P1	BC08-N
19	1207162	58288169	0.0180800431510348	0.006118662172487572	2	1	BC08-P1	BC08-N
20	345864	60426113	0.03521650802814002	0.0013125076547739819	2	1	BC08-P1	BC08-N
21	17798960	45658322	0.16756710258945573	-0.0056121383476521545	2	NA	BC08-P1	BC08-N
22	19053406	49370834	0.08165736637077227	0.006725344801836145	2	1	BC08-P1	BC08-N
23	3085464	149924738	-0.5447560106128237	0.023284107502217415	1	1	BC08-P1	BC08-N
1	2488153	245978038	0.045612567946360205	0.012641265279499386	2	1	BC08-T	BC08-N
2	4717089	242800902	0.061760346762902485	0.005191322580889965	2	1	BC08-T	BC08-N
3	1449872	194238373	0.04227471122623294	-0.015021450167371622	2	1	BC08-T	BC08-N
4	1402650	190262486	-0.11517378677049955	0.34711091468793687	1	1	BC08-T	BC08-N
5	218467	180058762	-0.002467106683842882	0.006567499109011837	2	1	BC08-T	BC08-N
6	393362	170798892	0.003208979400040446	0.002541895643693431	2	1	BC08-T	BC08-N
7	1672540	148543579	-0.008389118819286057	0.0020547146353900544	2	1	BC08-T	BC08-N
7	150486083	158450965	-0.6814324553377983	1.0451594102535617	0	0	BC08-T	BC08-N
8	565232	66183891	0.2396929976952386	2.4492196623829416	3	NA	BC08-T	BC08-N
8	66631972	145743174	1.2639552544259545	1.4270997558495717	9	8	BC08-T	BC08-N
9	422008	35208145	-0.7731573787638333	1.8582298769638348	0	0	BC08-T	BC08-N
9	36840623	139566748	-0.004307003465481851	-0.0031520888486495408	2	2	BC08-T	BC08-N
10	1510077	134199109	0.0097611194004244	0.016157630953373643	2	1	BC08-T	BC08-N
11	532669	86333434	0.062405570981044184	-0.017703960000470212	2	2	BC08-T	BC08-N
11	88359607	133495556	-0.6651694369591736	2.8820608938351664	0	0	BC08-T	BC08-N
12	394782	25398255	-0.6159457490778759	2.658514990109601	0	0	BC08-T	BC08-N
12	27330516	133263886	0.051937291327411456	0.007155834880607467	2	2	BC08-T	BC08-N
13	21004738	111119052	0.00959074158548729	-0.0026843879035472573	2	2	BC08-T	BC08-N
14	20347580	105906096	0.1201241959971257	0.022540690258713098	2	2	BC08-T	BC08-N
15	26216409	99861618	0.05344047658755474	-0.008400578411128828	2	2	BC08-T	BC08-N
16	115042	31691912	0.04683170052579616	0.010605768288008863	2	NA	BC08-T	BC08-N
16	52085593	89883000	-0.6152591608517495	2.619990980755457	0	0	BC08-T	BC08-N
17	114629	29528169	-0.6283247845652522	2.097081548334451	0	0	BC08-T	BC08-N
17	29528474	80783009	0.18701852279030917	0.08128652745297246	3	2	BC08-T	BC08-N
18	724632	74387307	-0.012134292327202117	0.06249016188502213	2	2	BC08-T	BC08-N
19	1207162	19261565	-0.6279945731252186	2.8430742128669193	0	0	BC08-T	BC08-N
19	28780473	58288169	0.0711132292057865	-0.004628724683102256	2	NA	BC08-T	BC08-N
20	345864	60426113	0.06534527000040008	0.11958696762087091	2	2	BC08-T	BC08-N
21	17798960	45658322	0.0597891160225994	0.025661782236942415	2	NA	BC08-T	BC08-N
22	19053406	49370834	-0.5857184438266367	2.495979564542425	0	0	BC08-T	BC08-N
23	3085464	149924738	-0.10990007788395906	0.09820953173669066	1	1	BC08-T	BC08-N
1	2488153	245978038	0.017122550558085363	0.006595637250291175	4	2	BC08-T2	BC08-N
2	4717089	99373720	-0.009798962397552846	0.005900800180530091	4	2	BC08-T2	BC08-N
2	100801173	125424612	0.9591873451672782	0.7980716126682598	9	7	BC08-T2	BC08-N
2	128015218	242800902	0.024733916908366016	0.04208855850605409	4	2	BC08-T2	BC08-N
3	1449872	194238373	0.1429225130351189	0.2105149671051555	4	2	BC08-T2	BC08-N
4	1402650	190262486	-0.1752347846681759	0.4003310053127665	3	2	BC08-T2	BC08-N
5	218467	180058762	-0.011135111171411124	-0.0023183033652665734	4	2	BC08-T2	BC08-N
6	393362	170798892	0.1427181423329294	0.002194737678325065	4	2	BC08-T2	BC08-N
7	1672540	158450965	0.040107518614263316	0.030138966525132906	4	2	BC08-T2	BC08-N
8	565232	145743174	0.7192057038384598	0.14964315303327463	7	4	BC08-T2	BC08-N
9	422008	139566748	-0.3407594067564314	0.8702276490524143	2	2	BC08-T2	BC08-N
10	1510077	134199109	0.3296593132215302	-0.0018170804013817954	6	3	BC08-T2	BC08-N
11	532669	133495556	-0.4125288677959212	0.3610388383599455	2	1	BC08-T2	BC08-N
12	394782	12022766	-0.5501288890461835	0	2	NA	BC08-T2	BC08-N
12	12023088	12037081	1.4807669416880216	1.396009533171505	14	NA	BC08-T2	BC08-N
12	12037357	133263886	0.04459656535373693	0.10421380565639196	4	2	BC08-T2	BC08-N
13	21004738	111119052	0.055889182723318304	0.0028209233205360985	4	3	BC08-T2	BC08-N
14	20347580	105906096	-0.025213602063347343	0.022271602631303608	3	2	BC08-T2	BC08-N
15	26216409	99861618	0.025448926940567815	-0.01008166838752823	4	3	BC08-T2	BC08-N
16	115042	89883000	-0.04304508922194831	0.017788009324765854	3	2	BC08-T2	BC08-N
17	114629	17131366	-0.5827552927873171	1.346323490662043	2	NA	BC08-T2	BC08-N
17	21809366	80783009	0.18641445543945379	0.058601106678997636	4	2	BC08-T2	BC08-N
18	724632	74387307	0.045307409127135344	0.03258682288611811	4	3	BC08-T2	BC08-N
19	1207162	58288169	-0.3446990697612159	0.2166789723977462	2	2	BC08-T2	BC08-N
20	345864	60426113	-0.010566467027263902	0.10791696208367262	3	2	BC08-T2	BC08-N
21	17798960	45658322	0.46659396495606686	0.23961213394283565	6	NA	BC08-T2	BC08-N
22	19053406	49370834	-0.42602384499006163	1.8607178798657955	2	2	BC08-T2	BC08-N
23	3085464	149924738	-0.5441386963287231	0.047197976764211176	2	2	BC08-T2	BC08-N
1	2488153	245977985	-0.01663854850911635	0.005032194344227713	2	1	BC09-P1	BC09-N
2	4717089	242800902	0.026662472963392705	-0.0035102423738849714	2	1	BC09-P1	BC09-N
3	1449841	194238389	-0.04844527408009342	-0.006767060494403295	2	1	BC09-P1	BC09-N
4	1402650	190262485	-0.030437206979108584	-0.0012263183281163831	2	1	BC09-P1	BC09-N
5	218502	180058761	-0.030437296467691652	-0.002188439389475628	2	1	BC09-P1	BC09-N
6	393362	170798930	-0.05148639503328168	-0.007765319052639296	2	1	BC09-P1	BC09-N
7	1672540	158450935	0.11133070818184626	0.001909919585602398	2	1	BC09-P1	BC09-N
8	565232	145743174	0.24783129015651287	0.009675866403359861	2	1	BC09-P1	BC09-N
9	422008	139566734	4.8617392625457945e-4	0.0024585857641188555	2	1	BC09-P1	BC09-N
10	1510047	134199095	0.23851950764672322	-0.0035121483199959044	2	1	BC09-P1	BC09-N
11	532700	133495576	0.001640561179773712	0.025440165453153005	2	1	BC09-P1	BC09-N
12	394648	133263886	0.021386802110979375	0.012010362341311372	2	1	BC09-P1	BC09-N
13	21004757	111119077	-0.019652553957766758	-0.014358851023267467	2	1	BC09-P1	BC09-N
14	20347580	105906096	-0.010801826429409203	0.012644619278662396	2	1	BC09-P1	BC09-N
15	26216409	99861659	-0.019158936579553615	-0.006803902029724224	2	1	BC09-P1	BC09-N
16	115072	89883024	-0.026572478475663866	0.0269828998297199	2	NA	BC09-P1	BC09-N
17	114669	80783009	-0.015387168589412172	0.01379804155678692	2	1	BC09-P1	BC09-N
18	724632	74387299	-0.012767019056486157	0.01691805888921907	2	1	BC09-P1	BC09-N
19	1207162	58288184	0.026292722486833273	-0.002629774078950016	2	1	BC09-P1	BC09-N
20	345864	60426113	0.039943121889210446	0.010596996967049053	2	1	BC09-P1	BC09-N
21	17798960	45658392	0.21574225292243152	-2.301302902439218e-4	2	1	BC09-P1	BC09-N
22	19053406	49370834	0.09921094333003501	0.00939705794415402	2	1	BC09-P1	BC09-N
23	3085464	149924738	-0.4336364371968841	-0.00823938270886865	2	1	BC09-P1	BC09-N
1	2488153	147282446	-0.12284608573903871	0.13511578009590308	2	1	BC09-T	BC09-N
1	150547218	245977985	0.5048771068860891	0.9495105189384867	4	3	BC09-T	BC09-N
2	4717089	26101079	-0.07949205896623596	0.09940154767221315	2	NA	BC09-T	BC09-N
2	28539877	113993475	0.2218173864349043	0.04259525658049781	2	1	BC09-T	BC09-N
2	113993789	242800902	-0.07524040117989211	0.10263933256027612	2	1	BC09-T	BC09-N
3	1449841	155849002	0.11971002044372604	0.11881311021613697	2	1	BC09-T	BC09-N
3	156800384	194238389	0.47118529829334027	2.5004507441517863	4	NA	BC09-T	BC09-N
4	1402650	190262485	-0.3567784898471447	0.659040310806099	1	1	BC09-T	BC09-N
5	218502	67593363	0.13205811854891905	0.057893463856592726	2	1	BC09-T	BC09-N
5	72671738	162712746	-0.2847610996837238	0.5504155144262379	1	1	BC09-T	BC09-N
5	170814958	180058761	0.07124510620737903	0.04551443960094655	2	NA	BC09-T	BC09-N
6	393362	125258137	-0.358369976002814	0.623303230185186	1	1	BC09-T	BC09-N
6	134758313	170798930	0.16217151249982273	0.06481832260252414	2	NA	BC09-T	BC09-N
7	1672540	24164624	-0.45668458689707414	0.663383620040605	1	1	BC09-T	BC09-N
7	32894551	55273268	1.0648489342115757	1.1402944236368586	6	NA	BC09-T	BC09-N
7	56749207	158450935	0.019339510283112774	0.01618692752528121	2	1	BC09-T	BC09-N
8	565232	38858431	-0.36303862878884213	0.729985465119849	1	1	BC09-T	BC09-N
8	53901286	145743174	0.2694134607886345	0.0903223807454315	3	2	BC09-T	BC09-N
9	422008	37020680	-0.34900001364040106	0.6370320901640093	1	1	BC09-T	BC09-N
9	37033962	139566734	0.05824877460524348	0.006214645062344307	2	1	BC09-T	BC09-N
10	1510047	134199095	0.11669037347131775	-0.0021562632703499857	2	1	BC09-T	BC09-N
11	532700	66677336	-0.25537950365254003	0.7320843292692649	1	1	BC09-T	BC09-N
11	67196094	133495576	0.1177989704582732	0.2306087541782136	2	NA	BC09-T	BC09-N
12	394648	133263886	0.06265340561051837	-0.0011143946261061499	2	1	BC09-T	BC09-N
13	21004757	111119077	0.176832760722548	0.04702253416946062	2	1	BC09-T	BC09-N
14	20347580	105906096	0.020925261244451723	0.1222562536658737	2	1	BC09-T	BC09-N
15	26216409	99861659	0.13623423664848067	-0.0029414013042595552	2	1	BC09-T	BC09-N
16	115072	89883024	-0.27082596928162017	0.3895040473175619	1	1	BC09-T	BC09-N
17	114669	45356561	-0.4356709033693504	0.667772307714361	1	1	BC09-T	BC09-N
17	47679312	80783009	0.12052773172870654	1.53822241545697	2	NA	BC09-T	BC09-N
18	724632	74387299	-0.05251432074252407	0.17475874383828935	2	1	BC09-T	BC09-N
19	1207162	39538623	-0.02573406137681078	0.0026653267748220186	2	1	BC09-T	BC09-N
19	40739785	58288184	-0.48448856202274226	1.0340392991018954	1	1	BC09-T	BC09-N
20	345864	60426113	0.12534273102333918	0.0814700516695504	2	1	BC09-T	BC09-N
21	17798960	45658392	-0.37290081437569633	0.7692919136349157	1	1	BC09-T	BC09-N
22	19053406	49370834	0.0036659213329900547	4.066302531188562e-5	2	1	BC09-T	BC09-N
23	3085464	149924738	0.0638843178231487	0.10395019304878854	2	1	BC09-T	BC09-N
1	2488153	147282446	-0.21314207633233673	0.20177914410904702	3	2	BC09-T2	BC09-N
1	150547218	245977985	0.5550790069470657	1.2015872061257535	5	4	BC09-T2	BC09-N
2	4717089	242800902	0.017992031581071488	0.06852490221445375	4	2	BC09-T2	BC09-N
3	1449841	194238389	0.11029837396624284	0.33584364444113957	4	3	BC09-T2	BC09-N
4	1402650	190262485	-0.6538146949700285	1.1044085374274673	2	1	BC09-T2	BC09-N
5	218502	56161787	0.13650006089471178	0.052019538692357446	4	2	BC09-T2	BC09-N
5	56167755	170818427	-0.47410693166476114	0.6365251154064798	2	1	BC09-T2	BC09-N
5	170818802	180058761	0.18645315214070324	0.10252645748649504	4	NA	BC09-T2	BC09-N
6	393362	170798930	-0.3043187929785341	0.7715686045618237	2	1	BC09-T2	BC09-N
7	1672540	158450935	0.011208785346543876	0.2709708610016242	4	2	BC09-T2	BC09-N
8	565232	145743174	0.2018111990144317	0.3197797825810734	4	2	BC09-T2	BC09-N
9	422008	139566734	-0.07134464342265295	0.11043095588599841	2	1	BC09-T2	BC09-N
10	1510047	134199095	0.27952794581806173	0.005180406009580827	4	2	BC09-T2	BC09-N
11	532700	133495576	0.009873952508067246	0.630223732549155	4	2	BC09-T2	BC09-N
12	394648	12022536	0.10676917376178355	-0.010180051991278836	4	NA	BC09-T2	BC09-N
12	12023023	12037318	1.9333495797484777	0.001490878181636638	14	7	BC09-T2	BC09-N
12	12043908	133263886	0.06856977438408648	0.009624655395563656	4	2	BC09-T2	BC09-N
13	21004757	111119077	0.12453480004658227	0.010596132673153465	4	2	BC09-T2	BC09-N
14	20347580	105906096	-0.1727631897904771	0.07459157646984245	3	2	BC09-T2	BC09-N
15	26216409	99861659	0.0022202675412564266	8.777058510592798e-5	4	3	BC09-T2	BC09-N
16	115072	89883024	-0.20482147894029812	0.5157206695029835	3	NA	BC09-T2	BC09-N
17	114669	41247896	-0.4229280217714183	0.9480814840212183	2	1	BC09-T2	BC09-N
17	41249318	80783009	0.17163764298659473	2.5911994459078174	4	2	BC09-T2	BC09-N
18	724632	74387299	-0.143928388100458	0.15232417347090016	3	2	BC09-T2	BC09-N
